date,observed_outflow
2024-05-31 06:30:00,0.0
2024-05-31 06:31:00,0.0
2024-05-31 06:32:00,0.0
2024-05-31 06:33:00,0.0
2024-05-31 06:34:00,0.0
2024-05-31 06:35:00,0.0
2024-05-31 06:36:00,0.0
2024-05-31 06:37:00,0.0
2024-05-31 06:38:00,0.0
2024-05-31 06:39:00,0.0
2024-05-31 06:40:00,0.0
2024-05-31 06:41:00,0.0
2024-05-31 06:42:00,0.0
2024-05-31 06:43:00,0.0
2024-05-31 06:44:00,0.0
2024-05-31 06:45:00,0.0
2024-05-31 06:46:00,0.0
2024-05-31 06:47:00,0.0
2024-05-31 06:48:00,0.0
2024-05-31 06:49:00,0.0
2024-05-31 06:50:00,0.0
2024-05-31 06:51:00,0.0
2024-05-31 06:52:00,0.0
2024-05-31 06:53:00,0.0
2024-05-31 06:54:00,0.0
2024-05-31 06:55:00,0.0
2024-05-31 06:56:00,0.0
2024-05-31 06:57:00,0.0
2024-05-31 06:58:00,0.0
2024-05-31 06:59:00,0.0
2024-05-31 07:00:00,0.0
2024-05-31 07:01:00,0.0
2024-05-31 07:02:00,0.0
2024-05-31 07:03:00,0.0
2024-05-31 07:04:00,0.0
2024-05-31 07:05:00,0.0
2024-05-31 07:06:00,0.0
2024-05-31 07:07:00,0.0
2024-05-31 07:08:00,0.0
2024-05-31 07:09:00,0.0
2024-05-31 07:10:00,0.0
2024-05-31 07:11:00,0.0
2024-05-31 07:12:00,0.0
2024-05-31 07:13:00,0.0
2024-05-31 07:14:00,0.0
2024-05-31 07:15:00,0.0
2024-05-31 07:16:00,0.0
2024-05-31 07:17:00,0.0
2024-05-31 07:18:00,0.0
2024-05-31 07:19:00,0.0
2024-05-31 07:20:00,0.0
2024-05-31 07:21:00,0.0
2024-05-31 07:22:00,0.0
2024-05-31 07:23:00,0.0
2024-05-31 07:24:00,0.0
2024-05-31 07:25:00,0.0
2024-05-31 07:26:00,0.0
2024-05-31 07:27:00,0.0
2024-05-31 07:28:00,0.0
2024-05-31 07:29:00,0.0
2024-05-31 07:30:00,0.0
2024-05-31 07:31:00,0.0
2024-05-31 07:32:00,0.0
2024-05-31 07:33:00,0.0
2024-05-31 07:34:00,0.0
2024-05-31 07:35:00,0.0
2024-05-31 07:36:00,0.0
2024-05-31 07:37:00,0.0
2024-05-31 07:38:00,0.0
2024-05-31 07:39:00,0.0
2024-05-31 07:40:00,0.0
2024-05-31 07:41:00,0.0
2024-05-31 07:42:00,0.0
2024-05-31 07:43:00,0.0
2024-05-31 07:44:00,0.0
2024-05-31 07:45:00,0.0
2024-05-31 07:46:00,0.0
2024-05-31 07:47:00,0.0
2024-05-31 07:48:00,0.0
2024-05-31 07:49:00,0.0
2024-05-31 07:50:00,0.0
2024-05-31 07:51:00,0.0
2024-05-31 07:52:00,0.0
2024-05-31 07:53:00,0.0
2024-05-31 07:54:00,0.0
2024-05-31 07:55:00,0.0
2024-05-31 07:56:00,0.0
2024-05-31 07:57:00,0.0
2024-05-31 07:58:00,0.0
2024-05-31 07:59:00,0.0
2024-05-31 08:00:00,0.0
2024-05-31 08:01:00,0.0
2024-05-31 08:02:00,0.0
2024-05-31 08:03:00,0.0
2024-05-31 08:04:00,0.0
2024-05-31 08:05:00,0.0
2024-05-31 08:06:00,0.0
2024-05-31 08:07:00,0.0
2024-05-31 08:08:00,0.0
2024-05-31 08:09:00,0.0
2024-05-31 08:10:00,0.0
2024-05-31 08:11:00,0.0
2024-05-31 08:12:00,0.0
2024-05-31 08:13:00,0.0
2024-05-31 08:14:00,0.0
2024-05-31 08:15:00,0.0
2024-05-31 08:16:00,0.0
2024-05-31 08:17:00,0.0
2024-05-31 08:18:00,0.0
2024-05-31 08:19:00,2.562526195470251e-05
2024-05-31 08:20:00,4.8022539191665534e-05
2024-05-31 08:21:00,5.971691012356886e-05
2024-05-31 08:22:00,5.913708443648972e-05
2024-05-31 08:23:00,7.487427140693993e-05
2024-05-31 08:24:00,9.827995236589487e-05
2024-05-31 08:25:00,0.00011844915556356431
2024-05-31 08:26:00,0.00014223094492941637
2024-05-31 08:27:00,0.00017506544261879626
