date,observed_outflow
2024-01-21 23:00:00,0.0
2024-01-21 23:01:00,0.0
2024-01-21 23:02:00,0.0
2024-01-21 23:03:00,0.0
2024-01-21 23:04:00,0.0
2024-01-21 23:05:00,0.0
2024-01-21 23:06:00,0.0
2024-01-21 23:07:00,0.0
2024-01-21 23:08:00,0.0
2024-01-21 23:09:00,0.0
2024-01-21 23:10:00,0.0
2024-01-21 23:11:00,0.0
2024-01-21 23:12:00,0.0
2024-01-21 23:13:00,0.0
2024-01-21 23:14:00,0.0
2024-01-21 23:15:00,0.0
2024-01-21 23:16:00,0.0
2024-01-21 23:17:00,0.0
2024-01-21 23:18:00,0.0
2024-01-21 23:19:00,0.0
2024-01-21 23:20:00,0.0
2024-01-21 23:21:00,0.0
2024-01-21 23:22:00,0.0
2024-01-21 23:23:00,0.0
2024-01-21 23:24:00,0.0
2024-01-21 23:25:00,0.0
2024-01-21 23:26:00,0.0
2024-01-21 23:27:00,0.0
2024-01-21 23:28:00,0.0
2024-01-21 23:29:00,0.0
2024-01-21 23:30:00,0.0
2024-01-21 23:31:00,0.0
2024-01-21 23:32:00,0.0
2024-01-21 23:33:00,0.0
2024-01-21 23:34:00,0.0
2024-01-21 23:35:00,0.0
2024-01-21 23:36:00,0.0
2024-01-21 23:37:00,0.0
2024-01-21 23:38:00,0.0
2024-01-21 23:39:00,0.0
2024-01-21 23:40:00,0.0
2024-01-21 23:41:00,0.0
2024-01-21 23:42:00,0.0
2024-01-21 23:43:00,0.0
2024-01-21 23:44:00,0.0
2024-01-21 23:45:00,0.0
2024-01-21 23:46:00,0.0
2024-01-21 23:47:00,0.0
2024-01-21 23:48:00,0.0
2024-01-21 23:49:00,0.0
2024-01-21 23:50:00,0.0
2024-01-21 23:51:00,0.0
2024-01-21 23:52:00,0.0
2024-01-21 23:53:00,0.0
2024-01-21 23:54:00,0.0
2024-01-21 23:55:00,0.0
2024-01-21 23:56:00,0.0
2024-01-21 23:57:00,0.0
2024-01-21 23:58:00,0.0
2024-01-21 23:59:00,0.0
2024-01-22 00:00:00,0.0
2024-01-22 00:01:00,0.0
2024-01-22 00:02:00,0.0
2024-01-22 00:03:00,0.0
2024-01-22 00:04:00,0.0
2024-01-22 00:05:00,0.0
2024-01-22 00:06:00,0.0
2024-01-22 00:07:00,0.0
2024-01-22 00:08:00,0.0
2024-01-22 00:09:00,0.0
2024-01-22 00:10:00,0.0
2024-01-22 00:11:00,0.0
2024-01-22 00:12:00,0.0
2024-01-22 00:13:00,0.0
2024-01-22 00:14:00,0.0
2024-01-22 00:15:00,0.0
2024-01-22 00:16:00,0.0
2024-01-22 00:17:00,0.0
2024-01-22 00:18:00,0.0
2024-01-22 00:19:00,0.0
2024-01-22 00:20:00,0.0
2024-01-22 00:21:00,0.0
2024-01-22 00:22:00,0.0
2024-01-22 00:23:00,0.0
2024-01-22 00:24:00,0.0
2024-01-22 00:25:00,0.0
2024-01-22 00:26:00,0.0
2024-01-22 00:27:00,0.0
2024-01-22 00:28:00,0.0
2024-01-22 00:29:00,0.0
2024-01-22 00:30:00,0.0
2024-01-22 00:31:00,0.0
2024-01-22 00:32:00,0.0
2024-01-22 00:33:00,0.0
2024-01-22 00:34:00,0.0
2024-01-22 00:35:00,0.0
2024-01-22 00:36:00,0.0
2024-01-22 00:37:00,0.0
2024-01-22 00:38:00,0.0
2024-01-22 00:39:00,0.0
2024-01-22 00:40:00,0.0
2024-01-22 00:41:00,0.0
2024-01-22 00:42:00,0.0
2024-01-22 00:43:00,0.0
2024-01-22 00:44:00,0.0
2024-01-22 00:45:00,0.0
2024-01-22 00:46:00,0.0
2024-01-22 00:47:00,0.0
2024-01-22 00:48:00,0.0
2024-01-22 00:49:00,0.0
2024-01-22 00:50:00,0.0
2024-01-22 00:51:00,0.0
2024-01-22 00:52:00,4.160203029298868e-07
2024-01-22 00:53:00,2.2238445487281883e-05
2024-01-22 00:54:00,1.758473466305551e-05
2024-01-22 00:55:00,1.261334360250861e-05
2024-01-22 00:56:00,9.53531133697246e-05
2024-01-22 00:57:00,0.0005162558243110337
2024-01-22 00:58:00,0.0006452503192496278
2024-01-22 00:59:00,0.0019030758876793915
2024-01-22 01:00:00,0.008996093646348288
2024-01-22 01:01:00,0.014392437760773681
2024-01-22 01:02:00,0.01971059898084008
2024-01-22 01:03:00,0.0213310367553006
2024-01-22 01:04:00,0.02352394080825622
2024-01-22 01:05:00,0.02114031088021898
2024-01-22 01:06:00,0.019695252674462524
2024-01-22 01:07:00,0.02058915784453786
2024-01-22 01:08:00,0.021409166753231856
2024-01-22 01:09:00,0.0218576462935765
2024-01-22 01:10:00,0.020472405236425788
